,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
46,2018-11-22,2.3997179979741374,2.3565556428182064,2.4076029681311986,2.3997179979741374,2.3997179979741374,-0.017470719921043727,-0.017470719921043727,-0.017470719921043727,-0.007423417490253069,-0.007423417490253069,-0.007423417490253069,-0.010047302430790658,-0.010047302430790658,-0.010047302430790658,0.0,0.0,0.0,2.382247278053094
47,2018-12-04,2.4001328135245594,2.3675607812612824,2.4197586840799525,2.4001328135245594,2.4001328135245594,-0.005171568941137097,-0.005171568941137097,-0.005171568941137097,0.0018582141341634765,0.0018582141341634765,0.0018582141341634765,-0.007029783075300572,-0.007029783075300572,-0.007029783075300572,0.0,0.0,0.0,2.3949612445834223
48,2018-12-16,2.4005476290749814,2.367431685676318,2.4178841645296747,2.4005476290749814,2.4005476290749814,-0.007869621965033631,-0.007869621965033631,-0.007869621965033631,0.0010738020978552077,0.0010738020978552077,0.0010738020978552077,-0.008943424062888838,-0.008943424062888838,-0.008943424062888838,0.0,0.0,0.0,2.392678007109948
49,2018-12-28,2.4010417905316355,2.3675498295838158,2.419229052791596,2.4010417905316355,2.4010417905316355,-0.00829267620368397,-0.00829267620368397,-0.00829267620368397,0.008341193326286907,0.008341193326286907,0.008341193326286907,-0.01663386952997088,-0.01663386952997088,-0.01663386952997088,0.0,0.0,0.0,2.3927491143279513
50,2019-01-09,2.401535951988289,2.348011061404807,2.398686139112793,2.401535951988289,2.401535951988289,-0.027928626093495036,-0.027928626093495036,-0.027928626093495036,-0.0029771847428765744,-0.0029771847428765744,-0.0029771847428765744,-0.02495144135061846,-0.02495144135061846,-0.02495144135061846,0.0,0.0,0.0,2.373607325894794
51,2019-01-21,2.4020301134449427,2.3631561667321725,2.4099635555070167,2.4020301134449427,2.4020301134449427,-0.014272473298415923,-0.014272473298415923,-0.014272473298415923,2.0567762000568165e-05,2.0567762000568165e-05,2.0567762000568165e-05,-0.01429304106041649,-0.01429304106041649,-0.01429304106041649,0.0,0.0,0.0,2.3877576401465266
52,2019-02-02,2.4025242749015963,2.3695630669006107,2.4226599923687515,2.4025242749015963,2.4025242749015963,-0.005543408934573942,-0.005543408934573942,-0.005543408934573942,-0.0008931750872336187,-0.0008931750872336187,-0.0008931750872336187,-0.004650233847340323,-0.004650233847340323,-0.004650233847340323,0.0,0.0,0.0,2.396980865967022
53,2019-02-14,2.40301843635825,2.3487031937460547,2.4013206509333385,2.40301843635825,2.40301843635825,-0.028371244471146,-0.028371244471146,-0.028371244471146,-0.007423417490243085,-0.007423417490243085,-0.007423417490243085,-0.020947826980902914,-0.020947826980902914,-0.020947826980902914,0.0,0.0,0.0,2.374647191887104
54,2019-02-26,2.4035125978149035,2.3536268471681403,2.4039291956462825,2.4035125978149035,2.4035125978149035,-0.02497006599624439,-0.02497006599624439,-0.02497006599624439,0.0018582141342173397,0.0018582141342173397,0.0018582141342173397,-0.026828280130461728,-0.026828280130461728,-0.026828280130461728,0.0,0.0,0.0,2.3785425318186593
55,2019-03-10,2.404006759294703,2.3676077872624486,2.418752691646348,2.404006759294703,2.404006759294703,-0.009313630476915287,-0.009313630476915287,-0.009313630476915287,0.0010738020978617497,0.0010738020978617497,0.0010738020978617497,-0.010387432574777039,-0.010387432574777039,-0.010387432574777039,0.0,0.0,0.0,2.3946931288177877
